,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4
152,0,0,0,0,0,1,1,2,4,2365,5036,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,1,1,2,4,2359,4563,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,1,1,2,4,2355,4127,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,1,1,2,4,2353,3772,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,1,1,2,4,2348,3403,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,1,1,2,4,2346,3087,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,1,1,2,4,2343,2799,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,1,1,2,4,2340,2506,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,1,1,2,4,2339,2262,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,1,1,2,4,2335,2059,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,1,1,2,4,2330,1896,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,1,1,2,4,2327,1746,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,1,1,2,4,2325,1589,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,1,1,2,4,2322,1437,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,1,1,2,4,2319,1285,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,1,1,2,4,2314,1162,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,1,1,2,4,2312,1062,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,1,1,2,4,2312,964,0,0,0,0,0,0,0,0,0,0,0,0,0
